Date,Amsterdam,Belin,Lisbon,London,Moscow,New York,Paris,Dubai,Roma,Hong Kong,Warsaw,Tokyo
12/02/2018,0.02,-0.01,0.02,-0.03,-0.02,-0.01,-0.03,-0.03,-0.01,0.02,0.01,0.01
13/02/2018,0.01,-0.01,0.01,0.01,-0.02,-0.01,0.02,0.01,0.01,0.01,-0.02,0.03
14/02/2018,-0.01,0.01,-0.01,-0.03,-0.03,0.02,0.01,0.01,-0.01,-0.02,-0.01,-0.01
15/02/2018,0.03,0.01,-0.01,0.01,0.01,0.01,0.01,-0.01,0.01,-0.01,0.01,-0.02
16/02/2018,-0.01,-0.01,0.02,-0.02,-0.01,-0.01,0.02,-0.02,0.01,-0.03,0.01,-0.04
17/02/2018,-0.01,0.01,0.01,-0.02,0.01,0.02,0.01,0.03,-0.02,0.02,0.01,0.01
18/02/2018,-0.01,0.01,-0.02,0.03,-0.02,0.02,-0.01,0.01,-0.02,0.02,-0.02,0.02
19/02/2018,0.02,-0.01,-0.01,0.01,0.01,0.01,0.01,-0.03,-0.03,0.01,0.01,0.01
20/02/2018,0.01,-0.01,0.02,-0.01,-0.01,-0.01,-0.01,0.01,0.01,0.03,-0.02,0.01
21/02/2018,-0.01,-0.01,-0.01,-0.02,0.01,-0.01,-0.01,-0.02,0.02,0.01,-0.01,0.03
22/02/2018,-0.02,0.01,-0.02,0.03,-0.01,0.01,0.01,-0.02,0.01,-0.02,0.01,-0.01
23/02/2018,0.01,0.01,0.01,0.01,-0.01,0.01,-0.02,0.03,-0.01,-0.02,0.01,-0.02
24/02/2018,-0.01,-0.01,-0.02,0.01,0.01,0.02,-0.02,0.01,0.02,0.01,0.01,-0.04
25/02/2018,0.01,-0.01,-0.02,-0.01,-0.01,0.01,-0.03,-0.01,0.01,-0.03,-0.02,0.01
26/02/2018,-0.01,0.01,0.01,0.04,-0.01,-0.01,0.01,-0.02,0.01,0.01,-0.02,-0.01
27/02/2018,0.01,0.01,-0.01,-0.03,-0.01,0.01,0.02,-0.03,0.02,-0.03,0.01,0.01
28/02/2018,0.01,-0.01,0.01,0.01,-0.02,-0.01,0.01,0.01,0.01,0.02,-0.01,0.03
01/03/2018,-0.02,-0.01,0.02,0.01,-0.02,0.01,-0.01,0.01,0.01,0.01,-0.03,-0.02
02/03/2018,-0.02,0.01,0.01,-0.01,-0.03,0.01,0.02,-0.01,0.02,-0.02,-0.03,-0.04
03/03/2018,-0.03,0.01,-0.01,-0.02,0.01,-0.02,0.01,-0.02,0.01,-0.01,0.02,0.01
04/03/2018,0.01,-0.01,0.01,0.03,0.01,-0.02,-0.01,0.03,0.01,-0.03,-0.01,0.01
05/03/2018,0.02,-0.01,-0.02,0.01,0.01,-0.02,0.01,0.01,0.01,-0.02,-0.03,0.01
06/03/2018,0.01,0.01,0.01,-0.03,0.02,0.01,-0.01,-0.01,0.01,0.02,0.02,-0.02
07/03/2018,-0.01,-0.01,-0.02,0.01,0.01,0.02,-0.01,-0.02,0.01,0.01,-0.02,-0.04
08/03/2018,0.02,-0.01,0.01,0.02,-0.01,0.01,0.01,-0.03,0.01,0.03,0.01,0.01
09/03/2018,0.01,0.01,0.01,0.01,0.01,-0.01,-0.02,0.01,-0.02,0.01,0.01,0.01
10/03/2018,0.01,-0.01,0.01,0.01,-0.01,0.02,-0.02,0.01,-0.02,0.02,0.01,0.01
11/03/2018,0.02,-0.01,0.02,-0.02,0.01,0.01,0.03,-0.01,-0.03,0.01,-0.02,0.02
12/03/2018,-0.02,0.01,0.01,0.01,0.01,0.01,0.02,-0.02,0.01,-0.02,-0.01,0.01
13/03/2018,-0.03,-0.01,-0.01,0.01,-0.02,-0.02,-0.01,0.03,-0.01,-0.01,0.01,0.01
14/03/2018,0.02,-0.01,-0.01,-0.01,-0.02,-0.02,0.01,-0.01,0.01,-0.03,0.01,0.03
15/03/2018,-0.03,0.01,0.02,-0.01,-0.03,-0.02,0.02,-0.02,-0.02,0.02,0.01,-0.01
16/03/2018,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.02,-0.02,-0.02
17/03/2018,-0.02,0.01,0.02,0.01,0.02,-0.02,-0.01,0.01,-0.01,0.01,-0.01,-0.04
18/03/2018,-0.02,0.01,-0.01,-0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01
19/03/2018,0.03,0.01,-0.02,-0.02,-0.01,-0.02,-0.01,-0.01,-0.01,0.01,0.03,0.01
20/03/2018,0.01,0.01,0.01,-0.03,0.02,-0.01,0.01,-0.02,-0.01,-0.02,0.01,0.01
21/03/2018,-0.01,0.01,-0.01,0.01,0.01,-0.01,0.01,0.03,0.01,-0.02,-0.02,0.03
22/03/2018,-0.01,0.01,-0.01,-0.01,0.01,0.02,-0.01,0.01,-0.01,0.01,0.02,0.01
23/03/2018,-0.01,0.01,-0.02,0.01,-0.02,0.01,-0.01,-0.03,-0.01,0.02,0.04,-0.02
24/03/2018,0.01,-0.01,0.01,-0.02,-0.02,-0.01,0.01,0.01,-0.01,0.01,-0.01,0.03
25/03/2018,0.02,-0.01,0.01,0.01,-0.03,0.02,-0.02,-0.02,-0.02,-0.02,-0.01,0.02
26/03/2018,-0.01,0.01,-0.01,-0.01,0.01,0.02,-0.02,0.02,-0.02,0.02,-0.03,0.01
27/03/2018,-0.02,0.01,-0.02,0.01,0.02,0.01,-0.03,0.03,-0.03,0.01,0.02,-0.01
28/03/2018,0.03,-0.01,0.01,-0.01,0.01,-0.01,0.01,0.01,0.01,-0.02,0.04,0.02
29/03/2018,-0.03,-0.01,0.01,-0.01,-0.01,-0.01,0.01,-0.01,0.01,-0.01,-0.01,0.01
30/03/2018,0.02,0.01,0.01,0.01,0.02,0.01,0.01,-0.02,0.01,-0.03,0.02,0.01
31/03/2018,-0.01,0.01,0.01,-0.01,0.01,0.01,0.02,-0.03,0.02,0.02,-0.02,0.03
01/04/2018,0.03,-0.01,0.02,-0.01,-0.01,0.02,0.01,0.01,0.01,0.02,0.01,-0.01
02/04/2018,-0.02,-0.01,0.01,-0.01,-0.02,0.01,-0.01,0.01,-0.01,0.01,0.01,-0.02
03/04/2018,0.03,0.01,-0.02,-0.02,-0.03,-0.01,0.01,-0.01,0.01,0.01,0.01,-0.04
04/04/2018,-0.03,-0.01,0.01,-0.02,-0.01,0.01,-0.01,-0.02,-0.01,0.01,-0.02,0.01
05/04/2018,-0.01,0.01,0.01,-0.03,-0.01,-0.01,-0.01,-0.03,0.01,-0.02,-0.03,0.02
06/04/2018,0.02,-0.01,0.01,0.01,-0.01,0.01,0.01,0.01,0.01,-0.02,0.01,0.01
07/04/2018,0.01,0.01,0.02,0.01,-0.01,0.01,-0.02,0.01,-0.02,0.01,-0.01,0.01
08/04/2018,0.01,0.01,0.01,0.01,-0.01,-0.02,-0.02,-0.01,-0.02,0.02,-0.02,-0.03
09/04/2018,0.01,0.01,0.01,0.02,-0.01,-0.02,-0.03,-0.02,-0.03,0.01,-0.01,-0.01
10/04/2018,0.02,-0.01,0.01,0.01,-0.01,-0.02,0.01,0.03,0.01,-0.02,0.01,-0.02
11/04/2018,-0.02,0.01,-0.01,-0.01,0.01,0.01,0.02,0.01,0.02,-0.02,0.01,-0.04
12/04/2018,0.01,-0.01,-0.01,0.01,0.01,0.02,0.01,0.03,0.01,-0.03,0.01,0.01
13/04/2018,0.01,-0.01,0.01,0.01,-0.02,0.01,-0.01,0.01,-0.01,0.02,-0.02,-0.01
14/04/2018,-0.01,-0.01,-0.01,0.01,-0.02,-0.01,0.02,-0.02,0.02,0.01,0.02,0.01
15/04/2018,-0.01,0.01,0.01,0.01,-0.03,0.02,0.01,-0.02,0.01,-0.02,0.01,0.03
16/04/2018,0.02,0.01,-0.01,0.02,0.01,0.01,0.01,0.03,0.01,-0.01,-0.01,0.01
17/04/2018,-0.02,-0.01,0.01,-0.02,0.01,0.01,-0.02,0.01,-0.02,-0.03,-0.01,-0.02
18/04/2018,-0.01,0.01,-0.01,-0.03,0.01,-0.02,-0.02,-0.01,-0.02,0.02,-0.03,0.03
19/04/2018,0.01,-0.01,-0.01,0.01,0.02,-0.02,0.03,-0.01,-0.03,0.02,0.02,0.02
20/04/2018,-0.02,0.01,0.01,0.02,0.02,-0.02,-0.01,0.02,0.01,0.01,0.01,0.01
21/04/2018,-0.02,0.01,0.01,0.01,-0.01,0.02,0.03,-0.03,0.02,0.03,-0.01,-0.02
22/04/2018,0.03,0.01,0.01,-0.01,0.01,-0.02,0.01,0.01,0.01,0.01,0.02,-0.04
23/04/2018,-0.03,-0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,-0.01,-0.02,0.02,0.01
24/04/2018,0.01,-0.01,-0.01,0.01,0.01,-0.02,0.02,-0.01,0.02,-0.02,0.01,-0.03
25/04/2018,0.01,-0.01,0.02,0.01,-0.01,-0.02,0.01,-0.02,0.01,0.01,0.01,-0.02
26/04/2018,-0.01,-0.01,0.01,-0.02,0.02,0.02,-0.01,0.03,-0.01,-0.03,0.01,0.02
27/04/2018,-0.02,0.01,-0.01,-0.02,-0.02,0.01,-0.02,0.01,-0.02,0.01,-0.02,0.01
28/04/2018,0.01,-0.01,0.01,-0.03,-0.03,-0.01,-0.03,-0.01,-0.03,0.01,-0.01,-0.01
29/04/2018,0.01,0.01,-0.01,0.01,0.01,-0.02,0.01,-0.02,0.01,0.02,0.01,0.03
30/04/2018,0.02,-0.01,-0.01,0.02,-0.01,-0.02,0.01,0.03,0.01,0.01,0.01,-0.01
01/05/2018,-0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,-0.02,-0.02,-0.02
02/05/2018,0.01,-0.01,0.01,-0.01,0.02,0.02,0.02,0.01,0.01,-0.01,-0.01,-0.04
03/05/2018,0.01,-0.01,-0.01,0.02,0.01,-0.01,0.01,-0.01,0.02,-0.03,0.01,0.01
04/05/2018,0.01,0.01,-0.01,0.01,-0.01,-0.02,-0.01,-0.02,0.01,0.02,0.01,0.01
05/05/2018,0.02,0.01,-0.02,-0.01,-0.01,0.02,0.01,0.03,-0.01,0.02,0.01,-0.02
06/05/2018,-0.01,0.01,0.01,-0.02,0.01,0.02,-0.01,0.01,0.01,0.01,-0.02,-0.03
07/05/2018,0.01,-0.01,0.01,-0.03,-0.02,0.02,-0.01,-0.03,0.01,0.02,-0.01,0.01
08/05/2018,-0.02,-0.01,-0.01,0.01,-0.02,-0.01,0.01,0.01,-0.02,0.01,0.01,-0.02
09/05/2018,-0.03,0.01,0.01,0.01,-0.03,0.02,-0.02,-0.02,-0.02,-0.02,0.01,-0.03
10/05/2018,0.01,0.01,-0.02,0.01,0.01,-0.02,-0.02,-0.02,-0.03,-0.02,0.01,0.02
11/05/2018,0.01,-0.01,0.01,0.01,0.01,0.02,-0.03,0.03,0.01,0.01,-0.02,0.01
12/05/2018,-0.01,0.01,0.01,0.02,0.01,-0.02,0.01,0.01,0.01,-0.03,0.02,-0.01
13/05/2018,0.01,-0.01,-0.01,0.01,0.02,-0.01,-0.02,-0.01,0.01,0.01,0.02,-0.02
14/05/2018,0.01,-0.01,-0.01,-0.01,0.01,0.02,-0.02,-0.02,0.02,0.03,-0.01,0.01
15/05/2018,0.02,-0.01,-0.01,0.01,-0.01,-0.01,-0.03,0.03,0.02,0.02,-0.01,0.01
16/05/2018,0.01,0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,-0.01,-0.01,-0.03,0.03
17/05/2018,-0.01,-0.01,-0.02,-0.02,-0.01,0.02,0.02,0.01,0.01,-0.01,0.02,-0.01
18/05/2018,0.01,-0.01,0.01,-0.02,-0.01,0.02,0.01,-0.01,-0.01,0.01,0.01,-0.02
19/05/2018,-0.01,-0.01,-0.01,0.03,0.01,-0.02,-0.01,0.04,0.01,-0.02,-0.01,-0.04
20/05/2018,0.01,0.01,-0.01,0.01,-0.02,0.01,0.02,-0.03,-0.01,0.02,0.02,0.01
21/05/2018,0.01,0.01,0.02,0.01,-0.02,0.02,0.01,0.01,0.02,0.01,-0.02,0.02
22/05/2018,-0.02,0.01,0.01,-0.01,-0.03,-0.01,-0.01,0.01,-0.02,0.03,0.01,0.01
23/05/2018,-0.02,0.01,-0.01,0.02,0.01,-0.01,0.01,-0.01,-0.03,0.01,0.01,0.01
24/05/2018,-0.03,0.01,-0.01,-0.02,0.02,0.02,0.02,-0.02,0.01,-0.02,0.01,0.03
25/05/2018,0.01,0.01,0.01,-0.01,0.01,0.02,0.01,0.03,-0.01,-0.02,-0.02,-0.01
26/05/2018,0.02,0.01,-0.01,0.01,-0.01,-0.01,-0.01,0.01,0.01,0.01,-0.01,-0.02
27/05/2018,0.01,-0.01,-0.01,-0.01,0.02,0.01,-0.01,-0.03,0.02,-0.03,0.01,-0.04
28/05/2018,-0.01,-0.01,0.01,0.01,0.01,-0.02,0.01,0.01,0.01,0.01,0.01,0.01
29/05/2018,0.02,-0.01,0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,0.01,-0.02,-0.01
30/05/2018,0.01,0.01,-0.02,0.02,0.01,0.02,-0.02,-0.02,-0.01,0.02,-0.01,-0.02
31/05/2018,0.01,-0.01,0.01,-0.02,0.02,-0.02,0.03,0.03,-0.03,-0.01,0.01,-0.03
01/06/2018,0.02,0.01,-0.01,-0.03,0.01,0.01,0.01,0.01,0.01,-0.01,0.01,0.01
02/06/2018,-0.02,-0.01,-0.01,0.01,-0.01,0.01,0.01,-0.01,-0.02,0.01,0.01,-0.02
03/06/2018,-0.03,-0.01,0.01,-0.01,-0.01,-0.01,0.01,0.02,-0.02,0.02,-0.02,0.03
04/06/2018,0.02,0.01,-0.01,0.01,0.01,-0.02,0.02,0.03,0.03,0.01,0.02,0.02
05/06/2018,-0.03,0.01,-0.01,0.02,-0.02,0.01,0.01,0.02,0.01,-0.02,0.01,0.01
06/06/2018,0.01,-0.01,0.01,0.01,-0.02,0.01,0.02,0.03,0.02,0.02,-0.01,-0.01
07/06/2018,-0.02,-0.01,0.01,-0.01,-0.03,0.02,0.02,0.04,-0.01,0.01,-0.01,-0.01
08/06/2018,-0.02,0.01,-0.02,-0.01,0.01,-0.01,0.01,-0.02,-0.01,-0.02,-0.03,0.02
09/06/2018,0.03,0.01,0.01,0.01,0.01,0.02,-0.01,0.03,0.02,-0.01,0.02,0.03
10/06/2018,0.01,0.01,-0.01,-0.02,0.01,-0.01,-0.01,0.01,0.02,-0.03,0.01,-0.02
11/06/2018,-0.01,0.01,-0.01,-0.02,0.02,-0.01,0.01,-0.01,0.03,0.02,-0.01,-0.04
12/06/2018,0.02,0.01,0.02,-0.03,0.02,0.02,0.02,-0.02,0.01,0.02,0.02,0.01
13/06/2018,-0.03,-0.01,0.01,0.01,-0.01,0.01,-0.02,-0.03,-0.02,0.01,-0.02,0.01
14/06/2018,0.01,0.01,0.01,0.01,0.01,-0.01,-0.03,0.01,-0.02,0.03,0.01,0.01
15/06/2018,0.02,-0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.02
16/06/2018,-0.01,0.01,0.01,-0.02,-0.01,0.02,0.01,-0.01,0.01,-0.02,0.01,0.01
17/06/2018,-0.02,0.01,0.01,0.01,-0.01,-0.01,0.01,-0.02,-0.01,-0.02,-0.02,0.01
18/06/2018,0.03,0.01,0.01,-0.01,0.01,-0.01,0.02,-0.03,-0.02,0.01,-0.01,0.03
19/06/2018,-0.02,-0.01,0.01,-0.01,-0.02,-0.01,0.01,0.02,-0.03,0.02,0.01,-0.02
20/06/2018,0.02,0.01,0.01,-0.01,-0.02,-0.01,0.01,0.04,-0.01,0.01,0.01,-0.04
21/06/2018,0.02,0.01,0.01,-0.01,-0.03,0.01,0.02,-0.01,-0.02,-0.02,-0.02,0.01
22/06/2018,0.03,-0.01,0.01,0.01,0.02,-0.02,0.01,0.02,-0.03,-0.01,-0.01,0.01
23/06/2018,-0.01,0.01,-0.01,-0.02,0.03,0.01,-0.01,0.03,0.01,-0.03,0.01,0.01
24/06/2018,0.01,-0.01,-0.01,-0.02,0.01,-0.01,-0.01,0.03,0.01,0.02,0.03,0.02
25/06/2018,-0.01,-0.01,-0.01,-0.03,0.01,0.01,0.01,-0.02,-0.01,0.01,0.01,0.02
26/06/2018,-0.01,0.01,-0.02,0.01,0.01,-0.01,-0.02,0.03,-0.02,-0.02,-0.02,0.01
27/06/2018,0.01,0.01,0.01,0.02,0.01,0.01,-0.02,-0.02,0.03,-0.02,-0.02,0.01
28/06/2018,-0.01,0.01,-0.01,0.01,0.01,0.01,-0.03,-0.02,0.01,-0.03,0.02,-0.01
29/06/2018,-0.01,-0.01,0.01,-0.01,0.01,-0.02,0.01,0.03,-0.03,0.02,-0.01,-0.02
30/06/2018,0.02,-0.01,-0.01,0.02,0.01,-0.02,0.01,0.01,0.01,0.02,-0.01,-0.04
01/07/2018,0.02,0.01,0.01,0.01,0.01,-0.02,0.01,0.01,-0.02,0.01,-0.03,0.01
02/07/2018,-0.03,0.01,-0.01,-0.01,0.01,0.01,0.02,-0.03,-0.02,0.01,0.02,0.01
03/07/2018,0.01,0.01,0.01,0.01,-0.02,0.02,0.01,0.01,0.03,0.01,0.04,0.01
04/07/2018,0.02,0.01,-0.01,0.02,0.03,0.01,-0.01,0.03,0.01,-0.02,-0.01,0.03
05/07/2018,-0.01,-0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,-0.01,-0.02,0.02,0.01
06/07/2018,-0.01,-0.01,0.01,-0.01,-0.01,0.02,-0.01,-0.01,0.02,0.01,0.01,-0.02
07/07/2018,0.02,0.01,-0.01,-0.01,0.01,0.01,-0.01,-0.02,0.03,-0.03,-0.02,0.03
08/07/2018,0.02,0.01,-0.01,0.01,-0.02,0.01,0.01,-0.03,0.01,0.01,-0.01,0.02
09/07/2018,-0.01,-0.01,-0.01,-0.02,0.02,-0.02,-0.02,0.01,0.01,0.01,0.01,0.01
10/07/2018,-0.01,-0.01,0.01,-0.02,-0.03,-0.02,-0.02,0.01,0.01,0.02,0.03,-0.01
11/07/2018,-0.02,-0.01,0.01,-0.03,0.01,-0.02,-0.03,-0.01,0.02,0.01,0.01,0.02
12/07/2018,-0.02,0.01,-0.01,0.01,0.02,0.02,0.01,-0.02,0.01,-0.02,-0.02,0.02
13/07/2018,0.03,-0.01,0.01,0.01,0.01,-0.02,-0.01,-0.01,0.02,-0.01,0.02,0.01
14/07/2018,-0.03,-0.01,0.01,0.01,-0.01,0.01,0.01,0.01,0.03,-0.03,0.04,-0.02
15/07/2018,0.01,0.01,0.01,0.02,0.02,-0.02,0.01,0.03,0.01,0.02,-0.01,-0.01
16/07/2018,0.01,0.01,0.01,0.02,0.01,-0.02,0.01,-0.01,0.01,0.02,-0.01,-0.02
17/07/2018,-0.01,-0.01,0.01,-0.01,-0.01,0.02,-0.01,0.02,-0.01,0.01,-0.03,-0.04
18/07/2018,-0.02,0.01,-0.01,0.01,0.01,0.01,-0.01,0.03,-0.02,0.01,0.02,0.01
19/07/2018,0.01,0.01,0.01,0.01,-0.01,-0.01,0.01,0.04,0.03,0.01,0.01,0.02
20/07/2018,0.01,0.01,-0.01,-0.01,0.01,-0.02,0.02,-0.03,0.01,-0.02,-0.02,0.01
21/07/2018,0.02,-0.01,0.01,-0.01,0.03,-0.02,-0.02,0.01,-0.03,-0.02,-0.01,0.01
22/07/2018,-0.01,-0.01,0.01,0.01,-0.02,0.01,-0.03,-0.02,0.01,0.01,0.01,0.03
23/07/2018,0.03,0.01,-0.01,-0.02,0.02,0.02,0.01,-0.02,-0.02,-0.03,0.03,-0.01
24/07/2018,-0.01,0.01,-0.01,-0.02,-0.03,-0.01,0.03,0.03,-0.02,0.01,0.01,-0.02
25/07/2018,0.02,0.01,-0.02,-0.03,0.01,-0.02,-0.01,0.01,0.03,0.03,-0.02,-0.04
26/07/2018,-0.01,0.01,0.01,0.02,-0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01
27/07/2018,-0.01,-0.01,0.01,0.03,0.01,-0.02,0.01,0.01,-0.01,0.01,0.02,-0.02
28/07/2018,0.02,0.01,0.01,-0.01,0.02,0.02,-0.01,-0.01,-0.02,-0.02,-0.01,-0.04
29/07/2018,-0.02,-0.01,-0.01,0.02,0.01,-0.01,0.02,-0.02,-0.03,-0.01,-0.01,0.01
30/07/2018,-0.03,0.01,0.01,0.01,-0.01,0.02,-0.01,0.03,0.01,-0.03,-0.03,0.01
31/07/2018,0.01,0.01,0.01,-0.01,0.01,-0.02,-0.01,0.01,0.01,0.02,0.02,0.01
01/08/2018,0.02,-0.01,0.01,0.01,-0.01,0.02,0.01,-0.03,-0.01,0.02,0.02,0.02
02/08/2018,-0.01,-0.01,-0.01,-0.01,0.01,-0.02,-0.02,0.01,-0.02,0.01,-0.01,0.01
03/08/2018,-0.01,-0.01,-0.01,-0.01,0.01,-0.01,-0.02,-0.02,0.03,0.01,0.02,0.01
04/08/2018,0.02,0.01,-0.02,0.01,-0.01,0.02,-0.03,-0.02,0.01,0.01,-0.02,0.03
05/08/2018,0.02,0.01,0.01,-0.02,0.01,-0.01,0.01,0.03,-0.01,-0.02,0.01,-0.01
06/08/2018,-0.01,0.01,0.01,-0.02,0.01,-0.01,0.02,0.01,-0.02,-0.02,0.01,-0.02
07/08/2018,0.01,-0.01,0.01,0.03,0.01,0.02,0.01,-0.01,-0.03,0.01,0.01,-0.04
08/08/2018,-0.02,0.01,-0.01,0.01,0.01,0.02,-0.01,-0.02,0.01,0.02,-0.02,0.01
09/08/2018,-0.02,0.01,0.01,-0.01,0.01,-0.02,0.02,-0.03,0.01,0.01,-0.01,0.01
10/08/2018,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.01,-0.02,0.01,0.01
11/08/2018,-0.03,-0.01,-0.01,-0.02,0.01,0.02,-0.01,0.01,-0.02,-0.01,0.01,0.03
12/08/2018,0.01,-0.01,-0.01,0.02,0.01,-0.01,0.01,-0.01,0.03,-0.03,-0.02,0.01
13/08/2018,0.01,-0.01,0.02,-0.03,0.02,-0.01,0.02,-0.02,-0.01,0.02,-0.01,-0.02
14/08/2018,-0.01,0.01,0.01,0.01,0.01,0.02,0.01,-0.03,-0.02,0.01,0.01,0.03
15/08/2018,-0.02,-0.01,0.01,0.02,-0.01,0.02,-0.01,0.01,0.03,-0.02,0.03,0.02
16/08/2018,0.01,0.01,0.01,0.01,0.01,-0.01,-0.01,0.01,0.01,-0.01,0.01,0.01
17/08/2018,0.01,-0.01,-0.01,-0.01,-0.01,0.01,0.01,-0.01,0.01,-0.03,-0.02,-0.03
18/08/2018,0.02,-0.01,-0.01,0.02,-0.01,-0.02,-0.02,-0.02,-0.01,0.02,-0.01,-0.04
19/08/2018,-0.01,0.01,0.01,0.01,0.01,-0.02,-0.02,0.03,-0.02,0.02,0.01,-0.01
20/08/2018,0.03,0.01,-0.01,-0.01,-0.01,0.02,-0.03,0.01,0.03,0.01,0.01,-0.03
21/08/2018,-0.01,-0.01,0.01,0.01,-0.01,-0.02,0.01,-0.03,0.01,0.01,0.01,0.01
22/08/2018,-0.01,-0.01,0.01,-0.01,0.01,0.01,0.01,0.01,-0.03,-0.01,-0.02,0.02
23/08/2018,0.02,-0.01,-0.01,0.01,-0.02,0.01,0.01,-0.02,0.01,-0.02,0.02,0.01
24/08/2018,-0.01,0.01,-0.01,0.03,-0.02,-0.01,0.02,-0.02,-0.02,0.02,0.02,0.01
25/08/2018,0.01,0.01,-0.02,-0.02,-0.03,-0.02,0.01,0.03,0.02,0.01,-0.01,0.03
26/08/2018,-0.02,-0.01,0.01,-0.02,0.01,0.01,-0.01,0.01,0.03,-0.02,-0.01,-0.01
27/08/2018,0.03,-0.01,0.01,-0.03,0.01,0.01,0.01,-0.02,0.01,-0.01,-0.03,-0.02
28/08/2018,0.01,0.01,-0.01,0.01,0.01,0.02,0.01,-0.02,-0.01,-0.03,0.02,-0.04
29/08/2018,-0.01,-0.01,-0.01,-0.01,0.02,-0.01,-0.01,0.03,-0.02,0.02,0.02,0.01
30/08/2018,-0.01,0.01,-0.01,-0.01,0.01,0.02,-0.01,0.01,-0.03,0.02,-0.01,0.01
31/08/2018,0.01,-0.01,-0.01,0.02,-0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.01
01/09/2018,-0.01,0.01,0.01,0.01,0.01,0.02,-0.02,0.01,0.01,0.01,-0.02,0.03
02/09/2018,0.02,-0.01,-0.01,-0.01,-0.01,0.01,-0.02,-0.03,-0.01,0.01,0.01,0.01
03/09/2018,0.01,0.01,0.01,0.01,-0.01,0.01,-0.03,0.01,-0.02,-0.02,0.01,-0.02
04/09/2018,-0.01,-0.01,-0.01,-0.01,0.01,0.02,-0.02,-0.02,-0.03,-0.02,0.01,0.03
05/09/2018,0.01,-0.01,0.01,0.01,-0.02,0.02,-0.03,-0.02,0.01,0.01,-0.02,-0.02
06/09/2018,-0.01,0.01,-0.01,0.01,-0.02,-0.02,0.01,0.03,0.01,0.02,-0.01,0.01
07/09/2018,0.01,-0.01,-0.02,-0.01,-0.03,-0.01,0.02,0.01,-0.01,0.01,0.01,-0.01
08/09/2018,-0.01,-0.01,0.01,0.01,-0.03,-0.02,0.01,0.03,-0.02,-0.02,0.01,0.02
09/09/2018,-0.01,0.01,-0.01,0.01,-0.03,-0.01,-0.01,0.01,0.03,-0.01,-0.02,0.01
10/09/2018,-0.02,0.01,0.01,-0.02,-0.03,-0.01,0.02,-0.01,0.01,-0.03,-0.01,-0.01
11/09/2018,-0.03,-0.01,0.01,-0.02,-0.03,0.02,0.01,-0.02,0.03,0.02,0.01,0.03
12/09/2018,0.01,0.01,0.01,-0.03,0.02,0.02,0.01,-0.03,0.01,0.01,0.01,-0.02
13/09/2018,0.02,0.01,0.02,0.01,0.02,-0.01,-0.02,0.01,-0.02,-0.02,0.01,-0.04
14/09/2018,0.01,-0.01,0.01,0.01,-0.02,0.01,-0.01,0.01,-0.02,-0.01,-0.02,0.01
15/09/2018,-0.01,-0.01,0.01,0.01,-0.01,-0.02,-0.03,-0.01,0.03,-0.03,0.02,-0.01
16/09/2018,0.02,0.01,-0.01,0.02,-0.02,-0.02,0.01,-0.02,0.01,0.02,0.02,0.01
17/09/2018,0.01,0.01,-0.01,0.01,0.02,0.02,0.02,-0.03,-0.01,0.02,-0.01,0.02
18/09/2018,0.01,-0.01,-0.02,-0.01,-0.03,-0.02,0.01,0.01,-0.01,0.01,-0.01,0.01
19/09/2018,-0.02,0.01,0.01,0.01,0.02,0.01,-0.02,0.01,0.02,0.03,-0.03,0.01
20/09/2018,-0.02,-0.01,0.01,-0.01,0.01,0.01,0.02,-0.01,-0.03,0.01,0.02,-0.04
21/09/2018,-0.03,-0.01,0.01,-0.01,0.01,-0.01,0.01,-0.02,0.01,0.02,0.01,-0.04
22/09/2018,0.02,0.01,0.01,0.01,0.02,-0.01,-0.01,0.03,0.01,0.01,-0.02,0.01
23/09/2018,-0.03,-0.01,0.01,-0.01,0.01,-0.02,-0.02,0.01,-0.01,-0.02,-0.01,0.01
24/09/2018,0.01,0.01,-0.01,-0.01,-0.01,-0.01,0.03,0.01,-0.02,-0.01,0.01,0.01
25/09/2018,-0.02,0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,0.03,-0.03,0.03,-0.02
26/09/2018,-0.02,-0.01,-0.01,-0.02,-0.01,-0.02,0.01,0.03,0.01,0.02,0.01,-0.01
27/09/2018,0.03,-0.01,-0.01,-0.02,-0.01,-0.02,0.01,0.01,-0.01,0.02,-0.02,0.01
28/09/2018,0.01,0.01,0.01,-0.03,0.01,-0.02,0.02,-0.01,-0.02,0.01,0.02,0.03
29/09/2018,0.02,0.01,-0.01,0.01,-0.02,0.02,0.01,0.02,0.03,0.03,0.04,-0.01
